Date,Country,Area,Activity,Injury,Fatal,Species
1895-04-23,New Zealand,South Island,Swimming,Lacerations to foot,N,
1895-04-29,South Africa,Eastern Cape Province,"""Crossing the river""","FATAL, right arm lacerated ",Y,
1895-05-03,New Zealand,South Island,"""Boat accident""",FATAL       Thigh bitten,Y,
1895-05-21,Bahamas,Bimini Islands,Sea Disaster : Wreck of the Carrie E. Long,Heel bitten,N,
1895-06-03,Australia,Western Australia,Pearl diving,FATAL,Y,
1895-07-16,Japan,,Hunting seals,FATAL,Y,
1895-08-11,Usa,Rhode Island,Swimming,FATAL,Y,
1895-09-14,Yemen,Aden,Diving for coins,FATAL,Y,
1895-09-18,Cuba,Havana Province,Shipwreck,Probable drowning & scavenging,,
1895-11-16,Australia,New South Wales,Fishing,FATAL,Y,
1895-11-21,Barbados,St Michael Parish,Diving for coins,Leg bitten,N,
1895-12-09,Australia,New South Wales,Bathing,FATAL,Y,
1896-01-11,Australia,New South Wales,Bathing,FATAL,Y,
1896-06-21,Usa,South Carolina,Bathing,Lacerations to foot and calf,N,
1896-07-25,Usa,Hawaii,Fishing,FATAL,Y,
1896-09-11,Sri Lanka,,Diving,Leg severed,N,
1896-11-01,Australia,Western Australia,Boat swamped,FATAL,Y,
1896-11-29,Australia,Western Australia,Swimming,FATAL,Y,
1896-12-17,New Zealand,South Island,,FATAL,Y,
1896-12-20,New Zealand,North Island,Bathing,"FATAL, left arm severed at elbow,  right arm at wrist ",Y,
1897-03-15,Usa,Massachusetts,Fishing,FATAL,Y,
1897-03-15,,Mediterranean Sea,Swimming,FATAL,Y,
1897-06-09,Yemen,Socotra Islands,Wreck of the steamship Sultan of Bombay,FATAL,Y,
1897-07-21,South Africa,Kwazulu-Natal,Wading after stray fish from seine netter�s catch,FATAL,Y,
1897-09-06,Usa,South Carolina,Standing,Lacerations to lower leg,N,
1897-09-17,Usa,Rhode Island,Fishing,Lacerations to hand by netted shark PROVOKED INCIDENT,N,
1897-10-05,Marshall Islands,Ratak,Fishing,FATAL,Y,
1897-10-15,Mexico,Vera Cruz,Diving,Minor injuries,,
1897-12-04,Usa,East Coast,Angling,Hooked shark bit his leg PROVOKED INCIDENT,N,
1898-04-13,Fiji,Muala,The cutter Francis Adams foundered,Lacerations to thigh,N,
1898-06-22,New Caledonia,South Province,boat from City of Naples capsized,FATAL,Y,
1898-07-14,Yemen,Aden,Standing,FATAL,Y,
1898-07-15,Yemen,Aden,Swimming at side of small boat,"FATAL, severe injuries to both arms & legs, 3 limbs surgically amputed & died after 3 days  ",Y,
1898-07-26,Australia,New South Wales,Swimming after their boat capsized,"Reported fatal, but this is a questionable incident",,
1898-08-22,Usa,New York,Swimming,Laceration to thigh,N,
1898-09-07,West Indies,,Fell overboard,FATAL,Y,
1898-10-28,Usa,Hawaii,Jumped overboard,FATAL,Y,
1898-12-28,Australia,Queensland,Fell oveboard,FATAL,Y,
1899-01-28,Australia,New South Wales,Bathing,Drowning may mav preceded attack,,
1899-05-04,Italy,Imperia Province,Bathing,FATAL,Y,
1899-05-28,Philippines,Negros,Swimming,FATAL,,
1899-06-02,New Zealand,North Island,Attempting to land a boat from the Hinemoa,FATAL,,
1899-06-07,Italy,Calabria,Fishing,Multiple injuries from boated shark PROVOKED INCIDENT,N,Kg Shark
1899-07-08,Bahamas,,Fell overboard ,FATAL,Y,
1899-08-08,Egypt,Mediterranean Sea,Floating on his back,Back muscles torn away,N,
1899-08-08,Egypt,Mediterranean Sea,Bathing,Left leg bitten,N,
1899-08-08,Egypt,Mediterranean Sea,Bathing,"Forearm, wrist & hand bitten",N,
1899-08-15,Usa,Florida,Swimming,FATAL,Y,
1899-08-23,Usa,California,Hunting sharks,"FATAL, Drowned or crushed when harpooned shark smashed their boat PROVOKED INCIDENT",Y,Basking Shark
1899-09-11,Mexico,Tamaulipas,Swimming,FATAL,Y,
1899-10-12,Libya,Mediterranean Sea,Sponge diving,FATAL,Y,
1899-10-12,Libya,Mediterranean Sea,Diving,Lacerations to head,N,
1899-10-28,Australia,Victoria,Fishing for squid,"No injury to occupants, shark bit boat",N,
1899-11-20,Philippines,Mindoro Occidental,Sea Disaster,FATAL,Y,
1899-12-18,Australia,Queensland,Fell into the water,bite to lower leg,N,
1900-01-28,Australia,New South Wales,"Standing, gathering oysters",Right posterior thigh bitten,N,
1900-07-14,Usa,Hawaii,Hunting seashells,"Believed drowned. Uhlbrecht�s foot, and the pelvis & femur of another person recovered in gut of tiger shark shark caught on 17-Aug-1900",,
1900-07-31,Croatia,Primorje-Gorski Kotar County,Swimming,FATAL,Y,
1900-08-21,Usa,North Carolina,Bathing,Left hand lacerated,N,
1900-09-05,Usa,Hawaii,Floating,"Bathing suit torn & ""imprints of the shark's teeth on his body""",N,
1900-09-13,Usa,Rhode Island,Diving,No injury,,
1900-09-15,Australia,Queensland,Swimming,Laceration to right leg,N,
1900-10-27,South Africa,Western Cape Province,Swimming,Probable drowning & scavenging,,
1900-11-14,South Africa,Western Cape Province,Swimming,"FATAL, legs severed",Y,
1900-12-27,Australia,New South Wales,Bathing,FATAL,Y,
1901-01-30,Australia,Queensland,Bathing,"Thigh bitten, FATAL",Y,
1901-06-24,Philippines,Western Viscayas,Swimming,"Left thigh stripped of flesh 4"" above the knee ",N,
1901-07-17,Italy,Syracuse,Swimming,"Disappeared, but shark involvement unconfirmed",,
1901-07-30,South Africa,Western Cape Province,Swimming,"Right leg bitten & foot severed, right arm bitten, bones fractured & nearly severed FATAL",Y,White Shark
1901-09-23,Cyprus,Southern Cyprus,Swimming,"FATAL, bitten on arms, chest & legs",Y,
1901-12-01,Australia,Queensland,Bathing,Lacerations to torso & thigh,N,
1902-01-19,Australia,Queensland,Swimming,Legs bitten,N,
1902-01-25,Australia,New South Wales,Dangling feet in the water,FATAL,Y,
1902-02-22,New Zealand,North Island,Standing on ship deck,"No injury, hooked shark bit tousers. PROVOKED INCIDENT",N,
1902-06-02,Philippines,Zamboanga Del Sur Province,,"""Nose hanging by a threat, prints of shark's teeth over entire right cheek""",N,
1902-07-06,Usa,New Jersey,Swimming,Shark bit his left arm after he grabbed its tail PROVOKED INCIDENT,N,
1902-07-15,Italy,Liguria,Fishing,Face & arms injured by hooked shark PROVOKED INCIDENT ,N,
1902-08-08,Usa,Hawaii,Catching crabs,"FATAL, both arms severed  ",Y,
1902-08-24,Croatia,Istria County,Fishing,"No injury to occupants, shark grabbed anchor rope & towed boat",N,
1902-08-29,Italy,Calabria,Swimming,FATAL,Y,
1902-11-01,Usa,Texas,Fishing,Severe laceration to hand,N,
1902-11-10,Australia,New South Wales,Swimming,FATAL,Y,
1902-12-22,Nicaragua,Rio San Juan,Swimming,FATAL,Y,
1903-01-10,Australia,New South Wales,,FATAL,Y,Bull Shark
1903-03-12,Australia,Queensland,Swimming,FATAL,Y,
1903-03-20,Australia,New South Wales,Suicide,Jumped off cliff,Y,
1903-05-04,Mexico,Veracruz,Bathing,FATAL x 3,Y,
1903-06-21,Australia,New South Wales,Swimming,FATAL,Y,
1903-09-16,Usa,New Jersey,Fishing,Lacerations to right arm & shoulder,N,
1903-10-04,Cuba,Havana Province,Fell overboard,FATAL,Y,
1904-01-23,New Caledonia,South Province,Bathing,FATAL,Y,
1904-02-04,New Zealand,North Island,Swimming,FATAL,Y,
1904-02-07,Australia,Queensland,Swimming after his hat,FATAL,Y,
1904-07-01,Italy,Ancona Province,Swimming,FATAL x 4. Afterwards metal mesh nets were installed,Y,
1904-07-27,Usa,Texas,Swimming,"FATAL, body not recovered",Y,
1904-07-28,Usa,New Jersey,Sailing,No injury,N,
1904-10-11,Indian Ocean,Between Noumea & Sydney,Fell overboard,FATAL,Y,
1904-11-02,Philippines,Luzon Island,Bathing alongside US Naval ship,Foot bitten,N,
1905-01-01,Australia,Victoria,Bathing,Reported to have been killed by a shark but 2 years later he was found very much alive,,
1905-02-10,Australia,Victoria,Bathing,Thought to have been taken by a shark,,
1905-03-25,Australia,Tasmania,Bathing,FATAL,,
1905-03-26,Australia,New South Wales,Bathing,Righ thigh severely bitten,N,
1905-04-06,South Africa,Kwazulu-Natal,Swimming,"FATAL, thigh bitten, femoral artery severed  ",Y,
1905-05-22,Usa,Florida,Swimming,Lacerations to back & right leg,N,
1905-07-10,Indonesia,Nusa Tenggara,Jumped or fell overboard,FATAL,Y,
1905-07-29,Usa,North Carolina,Wading,Body not recovered FATAL,Y,
1905-08-24,Egypt,Suez Canal,Human head found in shark caught by British steamer Syria,Probable drowning & scavenging. ,,Tiger Shark
1905-09-06,Usa,Florida,Fishing,Lacerations to leg from hooked shark PROVOKED INCIDENT,N,
1905-09-29,Australia,New South Wales,Swimming,FATAL. Shark involvement suspected but not confirmed,Y,
1905-12-29,Australia,Western Australia,Bathing,"""Bad wound in the leg"" - 7-ft shark caught in the bath same day",,
1905-12-31,South Africa,Kwazulu-Natal,Floating or standing,"FATAL, left torso, buttocks, thigh & foot bitten ",Y,
1906-01-20,South Africa,Kwazulu-Natal,Washing horses,"FATAL, hips & thigh bitten ",Y,
1906-01-28,Australia,New South Wales,Bathing,FATAL,Y,
1906-02-14,New Zealand,North Island,Swimming,Shark involvement prior to death was not determined,,
1906-04-14,Australia,Queensland,Diving for beche-de-mer ,FATAL,Y,
1906-04-16,Australia,Victoria,Shooting sharks ,Finger severed by shark he had shot & stabbed PROVOKED INCIDENT,N,
1906-04-27,Indonesia,Maluku Province,Hard hat diving,FATAL,Y,
1906-07-05,Usa,Mississippi,Swimming,FATAL,Y,From Shark
1906-08-04,Usa,Maryland,Fell overboard,FATAL,Y,
1906-08-20,Yemen,Aden,Diving around anchored liner,Leg severed. Injury originally thought due to boat's propeller,N,
1906-09-05,Australia,Torres Strait,Swimming,FATAL,Y,
1906-09-27,Indonesia,Java,Swimming,FATAL,Y,
1906-09-27,Indonesia,Java,Swimming,Thumb & index finger of left hand severed,N,
1906-10-10,Usa,Hawaii,Swimming,FATAL,Y,
1906-10-10,Usa,Hawaii,,Buttock bitten,N,
1906-10-10,Usa,Hawaii,Swimming,FATAL,Y,
1906-10-10,Usa,Hawaii,Diving,Arm severed,N,
1906-11-16,Jamaica,Westmoreland Parish,Fishing,Leg bitten,N,
1907-02-03,Australia,Queensland,Bathing,FATAL,Y,
1907-02-05,New Zealand,South Island,Standing,"FATAL, leg severely bitten     ",Y,
1907-02-09,Philippines,Luzon Island,"Row boat (from the gunboat Elcano) was sinking, put finger in hole",Finger severed,N,
1907-03-07,Malta,Harare Province,Fishing,"FATAL,            Fell overboard and were killed by shark",Y,White Shark
1907-03-26,Usa,Florida,"Fishing,  tarpon being chased by shark  leapt across his skiff, breaking it in half & Larkin became tangled in the net","FATAL, shark bit his side, nearly cutting him in two  ",Y,
1907-04-20,Mexico,Oaxaca,Bathing," 3 fingers & thigh lacerated, foot crushed",N,
1907-07-04,Australia,Queensland,.,"Disappeared, but shark involvement unconfirmed",,
1907-07-14,Croatia,"Split-Dalmatia Count,",Swimming,FATAL,Y,
1907-08-08,Usa,New Jersey,Wading,Abrasion to chest,N,
1907-08-12,Croatia,Primorje-Gorski Kotar County,Swimming,FATAL,Y,
1907-08-12,Croatia,Primorje-Gorski Kotar County,Swimming,FATAL,Y,
1907-09-11,Croatia,"Split-Dalmatia Count,",Swimming,FATAL,Y,
1907-09-19,England,English Channel,Swimming," ""Struck across loins"" but no injury. According to witnesses, incident involved a bottlenose dolphin.",,
1907-10-08,Usa,Hawaii,"Diving, retrieving fish caught in net ","Arm severed at elbow,  surgically amputated at shoulder ",N,
1907-10-12,Haiti,Tiburon Peninsula,Reached out to disentangle rope & fell overboard,"No attack, no injury",,
1907-10-14,Australia,New South Wales,Bathing,Lacerations to left arm from shoulder to wrist,N,
1907-10-16,China,Hong Kong,Fishing,"3 of thel 5 were injured, one of whom lost both hands",N,
1907-10-16,China,Hong Kong,Fishing, 2 of the 5 fishermen were so seriously injured they died of their wounds,Y,
1907-10-18,Australia,Torres Strait,Bathing,FATAL,Y,
1907-12-21,Australia,New South Wales,Bathing,FATAL,Y,Bull Shark
1908-01-08,Usa,Hawaii,Gathering fish stunned by dynamite,"FATAL, ""pulled below the surface'  ",Y,
1908-05-13,Indonesia,Java,native boats sunk in storm,FATAL,Y,
1908-06-02,Papua New Guinea,New Britain,.,"Remains of 3 humans recovered from shark, but shark involvement prior to death unconfirmed",Y,Foot Shark
1908-06-08,Usa,Georgia,The British steamer Caribbee foundered,FATAL,Y,
1908-06-18,Egypt,Gulf Of Suez,The 168-ton Belmore foundered in heavy seas,FATAL,Y,
1908-07-08,Croatia,Adriatic Sea,Boating,"FATAL, lost a leg",Y,White Shark
1908-08-28,Spain,Galicia,Fell overboard from P&O steamship Arabia,FATAL,Y,
1908-09-05,Usa,California,On fishing boat & trailing hand in the water,Lacerations to fingers,N,
1908-09-21,Australia,Torres Strait,Fell from the jetty,FATAL,Y,
1908-12-16,Mexico,Quintana Roo,Swimming ashore from capsized boat,"FATAL, ""bitten in two""",Y,
1908-12-31,South Africa,Western Cape Province,Swimming,FATAL,Y,
1909-03-06,South Africa,South Atlantic Ocean,Wreck of the 1308-ton Norwegian ship Auckland,FATAL,Y,
1909-04-09,Tunisia,Sfax,Diving (Helmet) for sponges,FATAL,Y,
1909-04-10,Usa,Hawaii,Reported swept away by waves while gathering opihi, Search party saw a large shark devour what appeared to be part of her body,,
1909-04-27,Spain,Andalucia,Fishing,Shark knocked him down after he grabbed it by the tail. No injury.   PROVOKED INCIDENT,N,
1909-06-18,Australia,Queensland,"1446-ton Norwegian barque Errol, bound from Peru to Newcastle with 22 on board wrecked. Survivors shelterd on the wreck of the Annasona. Subsequently the Master, his wife & 4 children perished along with several crew. Survivors (5) were rescued 7/12/1909","FATAL, only his legs, still in sea-boots, were recovered ",Y,
1909-06-26,South Africa,Western Cape Province,,Remains of soldier in uniform. Probable drowning & scavenging,Y,Foot Shark
1909-06-26,Mexico,Guerrero,Bathing,FATAL,Y,
1909-07-15,Usa,Florida,Swimming,Hip & thigh lacerated,N,
1909-07-24,Usa,New York,Fell overboard while fishing for sharks,Right leg bitten,N,
1909-08-13,Usa,Florida,Fell overboard from fishing schooner Halycon,FATAL,Y,
1909-09-04,Usa,Delaware,Seine netting,Abrasion to leg from netted shark PROVOKED INCIDENT,N,
1909-11-14,Indonesia,30 Nm From Singapore,The 2379-ton French steamer La Seyne collied with British steamer Onda & sank in minutes. Passengers jumped overboard expecting to be picked up by Onda�s boats,"FATAL, 101 people perished, including commander, Joseph Couailhac. Iit was reported that a �shoal of sharks circled  passengers in the water and dragged scores of people to their deaths� Of the 61 survivors, many were injured by sharks",Y,
1909-11-26,Usa,Florida,,Severe lacerations to arm,N,
1909-12-05,Australia,New South Wales,Fishing,3 fingers bitten by hooked shark PROVOKED INCIDENT,N,
1909-12-15,Australia,New South Wales,Fell overboard,FATAL,Y,
1910-01-26,Australia,New South Wales,,FATAL,Y,
1910-02-16,Australia,Western Australia,Surf bathing,"Shoulder, back & leg bitten",N,
1910-03-08,New Zealand,North Island,Swimming,Lacerations to foot,N,
1910-03-31,Panama,Col�N Province,Fell overboard from USS cruiser Tacoma,FATAL,Y,
1910-05-16,Usa,Alabama,"Unknown, their unoccupied yawlboat was recovered",Presumed drowned & bodies taken by sharks,,
1910-06-08,Mozambique,Zambesi River,"Steamer Durao struck rock & filled, boats capsized, passengers & crew tried to swim to shore","FATAL, 3 passengers & 14 crew taken by sharks, captain, 1 passenger & 2 crew survived",Y,
1910-06-25,Mexico,,Swimming,Leg bitten,N,
1910-11-24,Australia,Queensland,Bathing,Foot bitten,N,Blue Shark
1910-11-28,North Atlantic Ocean,Georges Bank,Fishing,Right hand severely bitten by netted shark PROVOKED INCIDENT,N,Angel Shark
1910-12-23,Australia,Western Australia,Shipwrecked pearling schooner,FATAL,Y,
1911-01-04,Australia,Western Australia,3-masted steel barque Glenbank foundered during a cyclone,Minor injuries,N,
1911-03-29,Australia,Torres Strait,Swimming,FATAL,Y,
1911-04-08,New Zealand,Chatham Islands,Fishing,"No injury to occupants, shark bit boat",N,
1911-05-01,Usa,Texas,Fishing,Bitten on left leg by hooked shark PROVOKED INCIDENT,N,
1911-05-01,South Africa,Western Cape Province,Swimming,FATAL,Y,
1911-05-09,South Africa,Western Cape Province,Bathing,"FATAL, partial remains recovered",Y,
1911-07-16,Usa,Delaware,Fishing,"Hooked shark bit his leg, knee to ankle PROVOKED INCIDENT",N,
1911-07-31,Spain,M�Laga,Bathing,FATAL,Y,
1911-09-17,Usa,Florida,Bathing,Left arm & thigh bitten,N,
1911-09-20,Usa,Florida,Fell overboard & swimming,FATAL,Y,
1911-09-23,Usa,Texas,Jumped overboard to rescue companion,FATAL,Y,
1911-10-25,Australia,Queensland,Diving,Calves bitten,N,
1911-10-26,Usa,South Carolina,Fell overboard from steamship Rio Grande,FATAL,Y,
1912-01-01,Australia,Queensland,Bathing,FATAL,Y,
1912-01-06,Australia,New South Wales,,Thigh & lower abdomen severely bitten,N,
1912-01-13,Fiji,Viti Levu Group,Washed overboard,FATAL,Y,
1912-01-26,Australia,New South Wales,Swimming,FATAL,Y,Whaler Shark
1912-02-03,New Caledonia,South Province,Swimming,Left shoulder & both legs bitten,N,
1912-02-19,Australia,New South Wales,Swimming,Left calf & heel bitten,N,
1912-02-22,Australia,Western Australia,Hard hat diving,"No injury, shark nipped diving suit after he prodded the shark PROVOKED INCIDENT ",N,
1912-03-18,New Zealand,North Island,Swimming,"""Slight laceration to leg""",N,
1912-06-08,New Zealand,North Island,,FATAL,Y,
1912-07-06,Solomon Islands,Central Province,Bathing,FATAL,Y,
1912-07-23,Usa,South Carolina,Swimming,Toes severed,N,
1912-08-30,Usa,Georgia,Swimming,FATAL,Y,
1912-11-30,Philippines,,Swimming from foundered vessel,FATAL,Y,
1913-03-27,Samoa,Upolu Island,,Leg severed,N,
1913-05-02,Australia,New South Wales,Hauling in net,Lacerations to thigh by netted shark PROVOKED INCIDENT,N,
1913-05-21,Usa,Florida,Fishing,"Forefinger of right hand bitten by a ""dead"" shark PROVOKED INCIDENT",N,
1913-07-10,Costa Rica,,Swimming,FATAL,Y,
1913-07-19,South Africa,Kwazulu-Natal,Wading,"FATAL, leg stripped of flesh  ",Y,
1913-07-19,South Africa,Kwazulu-Natal,Fishing,"FATAL, body not recovered but shark was caught with the man's loincloth in its gut shortly afterwards.",Y,
1913-09-03,Croatia,Istria County,,Badly bitten by a shark dragged onboard PROVOKED INCIDENT,N,
1913-09-21,Usa,Florida,,Major injuries but survived,N,Hammerhead Shark
1913-11-21,Australia,Queensland,Swimming,Calf severely bitten;  leg surgically amputated,N,
1913-11-27,Nigeria,Lagos,Boat swamped,FATAL,Y,
1913-12-30,Usa,Florida,Fishing for mackerel,No injury to occupants but hull splintered by harpooned shark PROVOKED INCIDENT,N,
1914-01-17,Australia,Queensland,Wading,Laceration to leg,N,
1914-02-03,Australia,New South Wales,Canoeing,Lacerations to arms,N,
1914-02-09,Australia,South Australia,Wading,Lacerations to foot,N,Tiger Shark
1914-03-03,Usa,Hawaii,Washed into sea while picking opihi & attacked by 2 large sharks ,FATAL,Y,
1914-03-10,Guyana,Essequibo,Boat swamped,FATAL,Y,
1914-03-14,Usa,Florida,Swimming,His remains were recovered from a shark 3 years after his disappearance - Probable drowning / scavenging,,
1914-05-14,Usa,Florida,Fishing,PROVOKED INCIDENT Lacerations to right hand by hooked shark,N,
1914-05-31,New Caledonia,South Province,Swimming ashore from swamped 13-ft boat,FATAL x 2,Y,
1914-06-10,Australia,Victoria,Bathing,FATAL,Y,
1914-06-13,Montenegro,Adriatic Sea,Fishing boat,"No injury, shark bit paddle and stern of boat",N,
1914-07-07,Croatia,Primorje-Gorski Kotar County,,"No injury, shark nudged raft and circled for 2 hrs.",N,
1914-07-09,Usa,Louisiana,Fishing,PROVOKED INCIDENT    Legs severed by shark entangled in his net,N,
1914-07-15,Croatia,Zadar County,Washing clothes,"No injury, shark grabbed clothes",N,
